realm,name2,moku_olelo,moku,island_olelo,island,ecosystem_type,area_km2,year
Marine,KALUAKOI,Kaluako‘i,kaluakoi,Moloka‘i,molokai,Rock/Boulder,10.93,2016
Marine,KALUAKOI,Kaluako‘i,kaluakoi,Moloka‘i,molokai,Rock/Boulder,10.93,2019
Marine,KALUAKOI,Kaluako‘i,kaluakoi,Moloka‘i,molokai,Soft Bottom,15.5,2013
Marine,KALUAKOI,Kaluako‘i,kaluakoi,Moloka‘i,molokai,Soft Bottom,15.5,2016
Marine,KALUAKOI,Kaluako‘i,kaluakoi,Moloka‘i,molokai,Soft Bottom,15.5,2019
Marine,KONA MOL,Kona,kona,Moloka‘i,molokai,Coral Dominated Hard Bottom,29.44,2013
Marine,KONA MOL,Kona,kona,Moloka‘i,molokai,Coral Dominated Hard Bottom,29.44,2016
Marine,KONA MOL,Kona,kona,Moloka‘i,molokai,Coral Dominated Hard Bottom,29.44,2019
Marine,KONA MOL,Kona,kona,Moloka‘i,molokai,Open Ocean,164.81,2013
Marine,KONA MOL,Kona,kona,Moloka‘i,molokai,Open Ocean,164.81,2016
Marine,KONA MOL,Kona,kona,Moloka‘i,molokai,Open Ocean,164.81,2019
Marine,KONA MOL,Kona,kona,Moloka‘i,molokai,Other Hard Bottom,0.75,2013
Marine,KONA MOL,Kona,kona,Moloka‘i,molokai,Other Hard Bottom,0.75,2016
Marine,KONA MOL,Kona,kona,Moloka‘i,molokai,Other Hard Bottom,0.75,2019
Marine,KONA MOL,Kona,kona,Moloka‘i,molokai,Pavement,32.61,2013
Marine,KONA MOL,Kona,kona,Moloka‘i,molokai,Pavement,32.61,2016
Marine,KONA MOL,Kona,kona,Moloka‘i,molokai,Pavement,32.61,2019
Marine,KONA MOL,Kona,kona,Moloka‘i,molokai,Rock/Boulder,2.02,2013
Marine,KONA MOL,Kona,kona,Moloka‘i,molokai,Rock/Boulder,2.02,2016
Marine,KONA MOL,Kona,kona,Moloka‘i,molokai,Rock/Boulder,2.02,2019
Marine,KONA MOL,Kona,kona,Moloka‘i,molokai,Soft Bottom,26.57,2013
Marine,KONA MOL,Kona,kona,Moloka‘i,molokai,Soft Bottom,26.57,2016
Marine,KONA MOL,Kona,kona,Moloka‘i,molokai,Soft Bottom,26.57,2019
Marine,KAANAPALI,Kāʻanapali,kaanapali,Maui,maui,Coral Dominated Hard Bottom,2.83,2013
Marine,KAANAPALI,Kāʻanapali,kaanapali,Maui,maui,Coral Dominated Hard Bottom,2.83,2016
Marine,KAANAPALI,Kāʻanapali,kaanapali,Maui,maui,Coral Dominated Hard Bottom,2.83,2019
Marine,KAANAPALI,Kāʻanapali,kaanapali,Maui,maui,Open Ocean,83.81,2013
Marine,KAANAPALI,Kāʻanapali,kaanapali,Maui,maui,Open Ocean,83.81,2016
Marine,KAANAPALI,Kāʻanapali,kaanapali,Maui,maui,Open Ocean,83.81,2019
Marine,KAANAPALI,Kāʻanapali,kaanapali,Maui,maui,Other Hard Bottom,0.09,2013
Marine,KAANAPALI,Kāʻanapali,kaanapali,Maui,maui,Other Hard Bottom,0.09,2016
Marine,KAANAPALI,Kāʻanapali,kaanapali,Maui,maui,Other Hard Bottom,0.09,2019
Marine,KAANAPALI,Kāʻanapali,kaanapali,Maui,maui,Pavement,8.8,2013
Marine,KAANAPALI,Kāʻanapali,kaanapali,Maui,maui,Pavement,8.8,2016
Marine,KAANAPALI,Kāʻanapali,kaanapali,Maui,maui,Pavement,8.8,2019
Marine,KAANAPALI,Kāʻanapali,kaanapali,Maui,maui,Rock/Boulder,2.46,2013
Marine,KAANAPALI,Kāʻanapali,kaanapali,Maui,maui,Rock/Boulder,2.46,2016
Marine,KAANAPALI,Kāʻanapali,kaanapali,Maui,maui,Rock/Boulder,2.46,2019
Marine,KAANAPALI,Kāʻanapali,kaanapali,Maui,maui,Soft Bottom,11.47,2013
Marine,KAANAPALI,Kāʻanapali,kaanapali,Maui,maui,Soft Bottom,11.47,2016
Marine,KAANAPALI,Kāʻanapali,kaanapali,Maui,maui,Soft Bottom,11.47,2019
Marine,HAMAKUAPOKO,Hāmākuapoko,hamakuapoko,Maui,maui,Coral Dominated Hard Bottom,15.64,2013
Marine,HAMAKUAPOKO,Hāmākuapoko,hamakuapoko,Maui,maui,Coral Dominated Hard Bottom,15.64,2016
Marine,HAMAKUAPOKO,Hāmākuapoko,hamakuapoko,Maui,maui,Coral Dominated Hard Bottom,15.64,2019
Marine,HAMAKUAPOKO,Hāmākuapoko,hamakuapoko,Maui,maui,Open Ocean,41.22,2013
Marine,HAMAKUAPOKO,Hāmākuapoko,hamakuapoko,Maui,maui,Open Ocean,41.22,2016
Marine,HAMAKUAPOKO,Hāmākuapoko,hamakuapoko,Maui,maui,Open Ocean,41.22,2019
Marine,HAMAKUAPOKO,Hāmākuapoko,hamakuapoko,Maui,maui,Pavement,7.41,2013
Marine,HAMAKUAPOKO,Hāmākuapoko,hamakuapoko,Maui,maui,Pavement,7.41,2016
Marine,HAMAKUAPOKO,Hāmākuapoko,hamakuapoko,Maui,maui,Pavement,7.41,2019
Marine,HAMAKUAPOKO,Hāmākuapoko,hamakuapoko,Maui,maui,Rock/Boulder,0.59,2013
Marine,HAMAKUAPOKO,Hāmākuapoko,hamakuapoko,Maui,maui,Rock/Boulder,0.59,2016
Marine,HAMAKUAPOKO,Hāmākuapoko,hamakuapoko,Maui,maui,Rock/Boulder,0.59,2019
Marine,HAMAKUAPOKO,Hāmākuapoko,hamakuapoko,Maui,maui,Soft Bottom,1.98,2013
Marine,HAMAKUAPOKO,Hāmākuapoko,hamakuapoko,Maui,maui,Soft Bottom,1.98,2016
Marine,HAMAKUAPOKO,Hāmākuapoko,hamakuapoko,Maui,maui,Soft Bottom,1.98,2019
Marine,HAMAKUALOA,Hāmākualoa,hamakualoa,Maui,maui,Coral Dominated Hard Bottom,3.97,2013
Marine,HAMAKUALOA,Hāmākualoa,hamakualoa,Maui,maui,Coral Dominated Hard Bottom,3.97,2016
Marine,HAMAKUALOA,Hāmākualoa,hamakualoa,Maui,maui,Coral Dominated Hard Bottom,3.97,2019
Marine,HAMAKUALOA,Hāmākualoa,hamakualoa,Maui,maui,Open Ocean,98.81,2013
Marine,HAMAKUALOA,Hāmākualoa,hamakualoa,Maui,maui,Open Ocean,98.81,2016
Marine,HAMAKUALOA,Hāmākualoa,hamakualoa,Maui,maui,Open Ocean,98.81,2019
Marine,HAMAKUALOA,Hāmākualoa,hamakualoa,Maui,maui,Pavement,0.16,2013
Marine,HAMAKUALOA,Hāmākualoa,hamakualoa,Maui,maui,Pavement,0.16,2016
Marine,HAMAKUALOA,Hāmākualoa,hamakualoa,Maui,maui,Pavement,0.16,2019
Marine,HAMAKUALOA,Hāmākualoa,hamakualoa,Maui,maui,Rock/Boulder,11.6,2013
Marine,HAMAKUALOA,Hāmākualoa,hamakualoa,Maui,maui,Rock/Boulder,11.6,2016
Marine,HAMAKUALOA,Hāmākualoa,hamakualoa,Maui,maui,Rock/Boulder,11.6,2019
Marine,HAMAKUALOA,Hāmākualoa,hamakualoa,Maui,maui,Soft Bottom,1.9,2013
Marine,HAMAKUALOA,Hāmākualoa,hamakualoa,Maui,maui,Soft Bottom,1.9,2016
Marine,HAMAKUALOA,Hāmākualoa,hamakualoa,Maui,maui,Soft Bottom,1.9,2019
Marine,WAILUKU,Wailuku,wailuku,Maui,maui,Coral Dominated Hard Bottom,9.72,2013
Marine,WAILUKU,Wailuku,wailuku,Maui,maui,Coral Dominated Hard Bottom,9.72,2016
Marine,WAILUKU,Wailuku,wailuku,Maui,maui,Coral Dominated Hard Bottom,9.72,2019
Marine,WAILUKU,Wailuku,wailuku,Maui,maui,Open Ocean,94.48,2013
Marine,WAILUKU,Wailuku,wailuku,Maui,maui,Open Ocean,94.48,2016
Marine,WAILUKU,Wailuku,wailuku,Maui,maui,Open Ocean,94.48,2019
Marine,WAILUKU,Wailuku,wailuku,Maui,maui,Pavement,3.68,2013
Marine,WAILUKU,Wailuku,wailuku,Maui,maui,Pavement,3.68,2016
Marine,WAILUKU,Wailuku,wailuku,Maui,maui,Pavement,3.68,2019
Marine,WAILUKU,Wailuku,wailuku,Maui,maui,Rock/Boulder,9.22,2013
Marine,WAILUKU,Wailuku,wailuku,Maui,maui,Rock/Boulder,9.22,2016
Marine,WAILUKU,Wailuku,wailuku,Maui,maui,Rock/Boulder,9.22,2019
Marine,WAILUKU,Wailuku,wailuku,Maui,maui,Soft Bottom,8.65,2013
Marine,WAILUKU,Wailuku,wailuku,Maui,maui,Soft Bottom,8.65,2016
Marine,WAILUKU,Wailuku,wailuku,Maui,maui,Soft Bottom,8.65,2019
Marine,KOOLAU MAU,Ko‘olau,koolau,Maui,maui,Coral Dominated Hard Bottom,13.98,2013
Marine,KOOLAU MAU,Ko‘olau,koolau,Maui,maui,Coral Dominated Hard Bottom,13.98,2016
Marine,KOOLAU MAU,Ko‘olau,koolau,Maui,maui,Coral Dominated Hard Bottom,13.98,2019
Marine,KOOLAU MAU,Ko‘olau,koolau,Maui,maui,Open Ocean,74.54,2013
Marine,KOOLAU MAU,Ko‘olau,koolau,Maui,maui,Open Ocean,74.54,2016
Marine,KOOLAU MAU,Ko‘olau,koolau,Maui,maui,Open Ocean,74.54,2019
Marine,KOOLAU MAU,Ko‘olau,koolau,Maui,maui,Rock/Boulder,4.7,2013
Marine,KOOLAU MAU,Ko‘olau,koolau,Maui,maui,Rock/Boulder,4.7,2016
Marine,KOOLAU MAU,Ko‘olau,koolau,Maui,maui,Rock/Boulder,4.7,2019
Marine,LAHAINA,Lāhainā,lahaina,Maui,maui,Coral Dominated Hard Bottom,2.78,2013
Marine,LAHAINA,Lāhainā,lahaina,Maui,maui,Coral Dominated Hard Bottom,2.78,2016
Marine,LAHAINA,Lāhainā,lahaina,Maui,maui,Coral Dominated Hard Bottom,2.78,2019
Marine,LAHAINA,Lāhainā,lahaina,Maui,maui,Open Ocean,61.05,2013
Marine,LAHAINA,Lāhainā,lahaina,Maui,maui,Open Ocean,61.05,2016
Marine,LAHAINA,Lāhainā,lahaina,Maui,maui,Open Ocean,61.05,2019
Marine,LAHAINA,Lāhainā,lahaina,Maui,maui,Other Hard Bottom,0.03,2013
Marine,LAHAINA,Lāhainā,lahaina,Maui,maui,Other Hard Bottom,0.03,2016
Marine,LAHAINA,Lāhainā,lahaina,Maui,maui,Other Hard Bottom,0.03,2019
Marine,LAHAINA,Lāhainā,lahaina,Maui,maui,Pavement,7.6,2013
Marine,LAHAINA,Lāhainā,lahaina,Maui,maui,Pavement,7.6,2016
Marine,LAHAINA,Lāhainā,lahaina,Maui,maui,Pavement,7.6,2019
Marine,LAHAINA,Lāhainā,lahaina,Maui,maui,Rock/Boulder,0.09,2013
Marine,LAHAINA,Lāhainā,lahaina,Maui,maui,Rock/Boulder,0.09,2016
Marine,LAHAINA,Lāhainā,lahaina,Maui,maui,Rock/Boulder,0.09,2019
Marine,LAHAINA,Lāhainā,lahaina,Maui,maui,Soft Bottom,20.23,2013
Marine,LAHAINA,Lāhainā,lahaina,Maui,maui,Soft Bottom,20.23,2016
Marine,LAHAINA,Lāhainā,lahaina,Maui,maui,Soft Bottom,20.23,2019
Marine,KOOLAU LAN,Ko‘olau,koolau,Lāna‘i,lanai,Coral Dominated Hard Bottom,16.12,2013
Marine,KOOLAU LAN,Ko‘olau,koolau,Lāna‘i,lanai,Coral Dominated Hard Bottom,16.12,2016
Marine,KOOLAU LAN,Ko‘olau,koolau,Lāna‘i,lanai,Coral Dominated Hard Bottom,16.12,2019
Marine,KOOLAU LAN,Ko‘olau,koolau,Lāna‘i,lanai,Open Ocean,196.5,2013
Marine,KOOLAU LAN,Ko‘olau,koolau,Lāna‘i,lanai,Open Ocean,196.5,2016
Marine,KOOLAU LAN,Ko‘olau,koolau,Lāna‘i,lanai,Open Ocean,196.5,2019
Marine,KOOLAU LAN,Ko‘olau,koolau,Lāna‘i,lanai,Other Hard Bottom,0.19,2013
Marine,KOOLAU LAN,Ko‘olau,koolau,Lāna‘i,lanai,Other Hard Bottom,0.19,2016
Marine,KOOLAU LAN,Ko‘olau,koolau,Lāna‘i,lanai,Other Hard Bottom,0.19,2019
Marine,KOOLAU LAN,Ko‘olau,koolau,Lāna‘i,lanai,Pavement,13.75,2013
Marine,KOOLAU LAN,Ko‘olau,koolau,Lāna‘i,lanai,Pavement,13.75,2016
Marine,KOOLAU LAN,Ko‘olau,koolau,Lāna‘i,lanai,Pavement,13.75,2019
Marine,KOOLAU LAN,Ko‘olau,koolau,Lāna‘i,lanai,Rock/Boulder,0.32,2013
Marine,KOOLAU LAN,Ko‘olau,koolau,Lāna‘i,lanai,Rock/Boulder,0.32,2016
Marine,KOOLAU LAN,Ko‘olau,koolau,Lāna‘i,lanai,Rock/Boulder,0.32,2019
Marine,KOOLAU LAN,Ko‘olau,koolau,Lāna‘i,lanai,Soft Bottom,12.36,2013
Marine,KOOLAU LAN,Ko‘olau,koolau,Lāna‘i,lanai,Soft Bottom,12.36,2016
Marine,KOOLAU LAN,Ko‘olau,koolau,Lāna‘i,lanai,Soft Bottom,12.36,2019
Marine,KEALALOLOA,Kealaloloa,kealaloloa,Maui,maui,Coral Dominated Hard Bottom,8.79,2013
Marine,KEALALOLOA,Kealaloloa,kealaloloa,Maui,maui,Coral Dominated Hard Bottom,8.79,2016
Marine,KEALALOLOA,Kealaloloa,kealaloloa,Maui,maui,Coral Dominated Hard Bottom,8.79,2019
Marine,KEALALOLOA,Kealaloloa,kealaloloa,Maui,maui,Open Ocean,78.25,2013
Marine,KEALALOLOA,Kealaloloa,kealaloloa,Maui,maui,Open Ocean,78.25,2016
Marine,KEALALOLOA,Kealaloloa,kealaloloa,Maui,maui,Open Ocean,78.25,2019
Marine,KEALALOLOA,Kealaloloa,kealaloloa,Maui,maui,Pavement,2.74,2013
Marine,KEALALOLOA,Kealaloloa,kealaloloa,Maui,maui,Pavement,2.74,2016
Marine,KEALALOLOA,Kealaloloa,kealaloloa,Maui,maui,Pavement,2.74,2019
Marine,KEALALOLOA,Kealaloloa,kealaloloa,Maui,maui,Rock/Boulder,0.04,2013
Marine,KEALALOLOA,Kealaloloa,kealaloloa,Maui,maui,Rock/Boulder,0.04,2016
Marine,KEALALOLOA,Kealaloloa,kealaloloa,Maui,maui,Rock/Boulder,0.04,2019
Marine,KEALALOLOA,Kealaloloa,kealaloloa,Maui,maui,Soft Bottom,16.63,2013
Marine,KEALALOLOA,Kealaloloa,kealaloloa,Maui,maui,Soft Bottom,16.63,2016
Marine,KEALALOLOA,Kealaloloa,kealaloloa,Maui,maui,Soft Bottom,16.63,2019
Marine,KULA,Kula,kula,Maui,maui,Coral Dominated Hard Bottom,10.32,2013
Marine,KULA,Kula,kula,Maui,maui,Coral Dominated Hard Bottom,10.32,2016
Marine,KULA,Kula,kula,Maui,maui,Coral Dominated Hard Bottom,10.32,2019
Marine,KULA,Kula,kula,Maui,maui,Open Ocean,11.09,2013
Marine,KULA,Kula,kula,Maui,maui,Open Ocean,11.09,2016
Marine,KULA,Kula,kula,Maui,maui,Open Ocean,11.09,2019
Marine,KULA,Kula,kula,Maui,maui,Other Hard Bottom,0.02,2013
Marine,KULA,Kula,kula,Maui,maui,Other Hard Bottom,0.02,2016
Marine,KULA,Kula,kula,Maui,maui,Other Hard Bottom,0.02,2019
Marine,KULA,Kula,kula,Maui,maui,Pavement,2.11,2013
Marine,KULA,Kula,kula,Maui,maui,Pavement,2.11,2016
Marine,KULA,Kula,kula,Maui,maui,Pavement,2.11,2019
Marine,KULA,Kula,kula,Maui,maui,Rock/Boulder,0.18,2013
Marine,KULA,Kula,kula,Maui,maui,Rock/Boulder,0.18,2016
Marine,KULA,Kula,kula,Maui,maui,Rock/Boulder,0.18,2019
Marine,KULA,Kula,kula,Maui,maui,Soft Bottom,13.62,2013
Marine,KULA,Kula,kula,Maui,maui,Soft Bottom,13.62,2016
Marine,KULA,Kula,kula,Maui,maui,Soft Bottom,13.62,2019
Marine,KONA LAN,Kona,kona,Lāna‘i,lanai,Coral Dominated Hard Bottom,12.26,2013
Marine,KONA LAN,Kona,kona,Lāna‘i,lanai,Coral Dominated Hard Bottom,12.26,2016
Marine,KONA LAN,Kona,kona,Lāna‘i,lanai,Coral Dominated Hard Bottom,12.26,2019
Marine,KONA LAN,Kona,kona,Lāna‘i,lanai,Open Ocean,238.84,2013
Marine,KONA LAN,Kona,kona,Lāna‘i,lanai,Open Ocean,238.84,2016
Marine,KONA LAN,Kona,kona,Lāna‘i,lanai,Open Ocean,238.84,2019
Marine,KONA LAN,Kona,kona,Lāna‘i,lanai,Pavement,0.05,2013
Marine,KONA LAN,Kona,kona,Lāna‘i,lanai,Pavement,0.05,2016
Marine,KONA LAN,Kona,kona,Lāna‘i,lanai,Pavement,0.05,2019
Marine,KONA LAN,Kona,kona,Lāna‘i,lanai,Rock/Boulder,4.69,2013
Marine,KONA LAN,Kona,kona,Lāna‘i,lanai,Rock/Boulder,4.69,2016
Marine,KONA LAN,Kona,kona,Lāna‘i,lanai,Rock/Boulder,4.69,2019
Marine,KONA LAN,Kona,kona,Lāna‘i,lanai,Soft Bottom,4.31,2013
Marine,KONA LAN,Kona,kona,Lāna‘i,lanai,Soft Bottom,4.31,2016
Marine,KONA LAN,Kona,kona,Lāna‘i,lanai,Soft Bottom,4.31,2019
Marine,HANA,Hāna,hana,Maui,maui,Coral Dominated Hard Bottom,11.29,2013
Marine,HANA,Hāna,hana,Maui,maui,Coral Dominated Hard Bottom,11.29,2016
Marine,HANA,Hāna,hana,Maui,maui,Coral Dominated Hard Bottom,11.29,2019
Marine,HANA,Hāna,hana,Maui,maui,Open Ocean,127.26,2013
Marine,HANA,Hāna,hana,Maui,maui,Open Ocean,127.26,2016
Marine,HANA,Hāna,hana,Maui,maui,Open Ocean,127.26,2019
Marine,HANA,Hāna,hana,Maui,maui,Rock/Boulder,4.16,2013
Marine,HANA,Hāna,hana,Maui,maui,Rock/Boulder,4.16,2016
Marine,HANA,Hāna,hana,Maui,maui,Rock/Boulder,4.16,2019
Marine,HANA,Hāna,hana,Maui,maui,Soft Bottom,0.88,2013
Marine,HANA,Hāna,hana,Maui,maui,Soft Bottom,0.88,2016
Marine,HANA,Hāna,hana,Maui,maui,Soft Bottom,0.88,2019
Marine,KIPAHULU,Kīpahulu,kipahulu,Maui,maui,Coral Dominated Hard Bottom,0.43,2013
Marine,KIPAHULU,Kīpahulu,kipahulu,Maui,maui,Coral Dominated Hard Bottom,0.43,2016
Marine,KIPAHULU,Kīpahulu,kipahulu,Maui,maui,Coral Dominated Hard Bottom,0.43,2019
Marine,KIPAHULU,Kīpahulu,kipahulu,Maui,maui,Open Ocean,42.18,2013
Marine,KIPAHULU,Kīpahulu,kipahulu,Maui,maui,Open Ocean,42.18,2016
Marine,KIPAHULU,Kīpahulu,kipahulu,Maui,maui,Open Ocean,42.18,2019
Marine,KIPAHULU,Kīpahulu,kipahulu,Maui,maui,Rock/Boulder,2.97,2013
Marine,KIPAHULU,Kīpahulu,kipahulu,Maui,maui,Rock/Boulder,2.97,2016
Marine,KIPAHULU,Kīpahulu,kipahulu,Maui,maui,Rock/Boulder,2.97,2019
Marine,KIPAHULU,Kīpahulu,kipahulu,Maui,maui,Soft Bottom,2.4,2013
Marine,KIPAHULU,Kīpahulu,kipahulu,Maui,maui,Soft Bottom,2.4,2016
Marine,KIPAHULU,Kīpahulu,kipahulu,Maui,maui,Soft Bottom,2.4,2019
Marine,KOOLAU KAH,Ko‘olau,koolau,Kaho‘olawe,kahoolawe,Coral Dominated Hard Bottom,8.48,2013
Marine,KOOLAU KAH,Ko‘olau,koolau,Kaho‘olawe,kahoolawe,Coral Dominated Hard Bottom,8.48,2016
Marine,KOOLAU KAH,Ko‘olau,koolau,Kaho‘olawe,kahoolawe,Coral Dominated Hard Bottom,8.48,2019
Marine,KOOLAU KAH,Ko‘olau,koolau,Kaho‘olawe,kahoolawe,Open Ocean,132.31,2013
Marine,KOOLAU KAH,Ko‘olau,koolau,Kaho‘olawe,kahoolawe,Open Ocean,132.31,2016
Marine,KOOLAU KAH,Ko‘olau,koolau,Kaho‘olawe,kahoolawe,Open Ocean,132.31,2019
Marine,KOOLAU KAH,Ko‘olau,koolau,Kaho‘olawe,kahoolawe,Rock/Boulder,11.77,2013
Marine,KOOLAU KAH,Ko‘olau,koolau,Kaho‘olawe,kahoolawe,Rock/Boulder,11.77,2016
Marine,KOOLAU KAH,Ko‘olau,koolau,Kaho‘olawe,kahoolawe,Rock/Boulder,11.77,2019
Marine,KOOLAU KAH,Ko‘olau,koolau,Kaho‘olawe,kahoolawe,Soft Bottom,1.31,2013
Marine,KOOLAU KAH,Ko‘olau,koolau,Kaho‘olawe,kahoolawe,Soft Bottom,1.31,2016
Marine,KOOLAU KAH,Ko‘olau,koolau,Kaho‘olawe,kahoolawe,Soft Bottom,1.31,2019
Marine,HONUAULA,Honua‘ula,honuaula,Maui,maui,Coral Dominated Hard Bottom,20.44,2013
Marine,HONUAULA,Honua‘ula,honuaula,Maui,maui,Coral Dominated Hard Bottom,20.44,2016
Marine,HONUAULA,Honua‘ula,honuaula,Maui,maui,Coral Dominated Hard Bottom,20.44,2019
Marine,HONUAULA,Honua‘ula,honuaula,Maui,maui,Open Ocean,128.5,2013
Marine,HONUAULA,Honua‘ula,honuaula,Maui,maui,Open Ocean,128.5,2016
Marine,HONUAULA,Honua‘ula,honuaula,Maui,maui,Open Ocean,128.5,2019
Marine,HONUAULA,Honua‘ula,honuaula,Maui,maui,Other Hard Bottom,0.11,2013
Marine,HONUAULA,Honua‘ula,honuaula,Maui,maui,Other Hard Bottom,0.11,2016
Marine,HONUAULA,Honua‘ula,honuaula,Maui,maui,Other Hard Bottom,0.11,2019
Marine,HONUAULA,Honua‘ula,honuaula,Maui,maui,Pavement,0.14,2013
Marine,HONUAULA,Honua‘ula,honuaula,Maui,maui,Pavement,0.14,2016
Marine,HONUAULA,Honua‘ula,honuaula,Maui,maui,Pavement,0.14,2019
Marine,HONUAULA,Honua‘ula,honuaula,Maui,maui,Rock/Boulder,3.17,2013
Marine,HONUAULA,Honua‘ula,honuaula,Maui,maui,Rock/Boulder,3.17,2016
Marine,HONUAULA,Honua‘ula,honuaula,Maui,maui,Rock/Boulder,3.17,2019
Marine,HONUAULA,Honua‘ula,honuaula,Maui,maui,Soft Bottom,9.32,2013
Marine,HONUAULA,Honua‘ula,honuaula,Maui,maui,Soft Bottom,9.32,2016
Marine,HONUAULA,Honua‘ula,honuaula,Maui,maui,Soft Bottom,9.32,2019
Marine,KONA KAH,Kona,kona,Kaho‘olawe,kahoolawe,Coral Dominated Hard Bottom,10.59,2013
Marine,KONA KAH,Kona,kona,Kaho‘olawe,kahoolawe,Coral Dominated Hard Bottom,10.59,2016
Marine,KONA KAH,Kona,kona,Kaho‘olawe,kahoolawe,Coral Dominated Hard Bottom,10.59,2019
Marine,KONA KAH,Kona,kona,Kaho‘olawe,kahoolawe,Open Ocean,170.36,2013
Marine,KONA KAH,Kona,kona,Kaho‘olawe,kahoolawe,Open Ocean,170.36,2016
Marine,KONA KAH,Kona,kona,Kaho‘olawe,kahoolawe,Open Ocean,170.36,2019
Marine,KONA KAH,Kona,kona,Kaho‘olawe,kahoolawe,Rock/Boulder,6.5,2013
Marine,KONA KAH,Kona,kona,Kaho‘olawe,kahoolawe,Rock/Boulder,6.5,2016
Marine,KONA KAH,Kona,kona,Kaho‘olawe,kahoolawe,Rock/Boulder,6.5,2019
Marine,KONA KAH,Kona,kona,Kaho‘olawe,kahoolawe,Soft Bottom,3.24,2013
Marine,KONA KAH,Kona,kona,Kaho‘olawe,kahoolawe,Soft Bottom,3.24,2016
Marine,KONA KAH,Kona,kona,Kaho‘olawe,kahoolawe,Soft Bottom,3.24,2019
Marine,HAMAKUA,Hāmākua,hamakua,Hawai‘i,hawaii,Open Ocean,233.53,2013
Marine,HAMAKUA,Hāmākua,hamakua,Hawai‘i,hawaii,Open Ocean,233.53,2016
Marine,HAMAKUA,Hāmākua,hamakua,Hawai‘i,hawaii,Open Ocean,233.53,2019
Marine,HAMAKUA,Hāmākua,hamakua,Hawai‘i,hawaii,Rock/Boulder,23.94,2013
Marine,HAMAKUA,Hāmākua,hamakua,Hawai‘i,hawaii,Rock/Boulder,23.94,2016
Marine,HAMAKUA,Hāmākua,hamakua,Hawai‘i,hawaii,Rock/Boulder,23.94,2019
Marine,KOHALA,Kohala,kohala,Hawai‘i,hawaii,Coral Dominated Hard Bottom,25.33,2013
Marine,KOHALA,Kohala,kohala,Hawai‘i,hawaii,Coral Dominated Hard Bottom,25.33,2016
Marine,KOHALA,Kohala,kohala,Hawai‘i,hawaii,Coral Dominated Hard Bottom,25.33,2019
Marine,KOHALA,Kohala,kohala,Hawai‘i,hawaii,Open Ocean,330.97,2013
Marine,KOHALA,Kohala,kohala,Hawai‘i,hawaii,Open Ocean,330.97,2016
Marine,KOHALA,Kohala,kohala,Hawai‘i,hawaii,Open Ocean,330.97,2019
Marine,KOHALA,Kohala,kohala,Hawai‘i,hawaii,Other Hard Bottom,0.41,2013
Marine,KOHALA,Kohala,kohala,Hawai‘i,hawaii,Other Hard Bottom,0.41,2016
Marine,KOHALA,Kohala,kohala,Hawai‘i,hawaii,Other Hard Bottom,0.41,2019
Marine,KOHALA,Kohala,kohala,Hawai‘i,hawaii,Rock/Boulder,20.58,2013
Marine,KOHALA,Kohala,kohala,Hawai‘i,hawaii,Rock/Boulder,20.58,2016
Marine,KOHALA,Kohala,kohala,Hawai‘i,hawaii,Rock/Boulder,20.58,2019
Marine,KOHALA,Kohala,kohala,Hawai‘i,hawaii,Soft Bottom,5.76,2013
Marine,KOHALA,Kohala,kohala,Hawai‘i,hawaii,Soft Bottom,5.76,2016
Marine,KOHALA,Kohala,kohala,Hawai‘i,hawaii,Soft Bottom,5.76,2019
Marine,HILO,Hilo,hilo,Hawai‘i,hawaii,Coral Dominated Hard Bottom,25.15,2013
Marine,HILO,Hilo,hilo,Hawai‘i,hawaii,Coral Dominated Hard Bottom,25.15,2016
Marine,HILO,Hilo,hilo,Hawai‘i,hawaii,Coral Dominated Hard Bottom,25.15,2019
Marine,HILO,Hilo,hilo,Hawai‘i,hawaii,Open Ocean,298.17,2013
Marine,HILO,Hilo,hilo,Hawai‘i,hawaii,Open Ocean,298.17,2016
Marine,HILO,Hilo,hilo,Hawai‘i,hawaii,Open Ocean,298.17,2019
Marine,HILO,Hilo,hilo,Hawai‘i,hawaii,Pavement,1.12,2013
Marine,HILO,Hilo,hilo,Hawai‘i,hawaii,Pavement,1.12,2016
Marine,HILO,Hilo,hilo,Hawai‘i,hawaii,Pavement,1.12,2019
Marine,HILO,Hilo,hilo,Hawai‘i,hawaii,Rock/Boulder,17.53,2013
Marine,HILO,Hilo,hilo,Hawai‘i,hawaii,Rock/Boulder,17.53,2016
Marine,HILO,Hilo,hilo,Hawai‘i,hawaii,Rock/Boulder,17.53,2019
Marine,HILO,Hilo,hilo,Hawai‘i,hawaii,Soft Bottom,4.64,2013
Marine,HILO,Hilo,hilo,Hawai‘i,hawaii,Soft Bottom,4.64,2016
Marine,HILO,Hilo,hilo,Hawai‘i,hawaii,Soft Bottom,4.64,2019
Marine,PUNA HAW,Puna,puna,Hawai‘i,hawaii,Coral Dominated Hard Bottom,11.26,2013
Marine,PUNA HAW,Puna,puna,Hawai‘i,hawaii,Coral Dominated Hard Bottom,11.26,2016
Marine,PUNA HAW,Puna,puna,Hawai‘i,hawaii,Coral Dominated Hard Bottom,11.26,2019
Marine,PUNA HAW,Puna,puna,Hawai‘i,hawaii,Open Ocean,426.63,2013
Marine,PUNA HAW,Puna,puna,Hawai‘i,hawaii,Open Ocean,426.63,2016
