"year","county","area_id","ecosystem_type","species_group","exchange_value","withheld"
2014,"Maui",302,"Reef","Deep 7 Bottomfish",0,FALSE
2014,"Maui",302,"Open Ocean","Deep 7 Bottomfish",5508.93683661457,FALSE
2014,"Maui",302,"All Ecosystems","Shallow Bottomfish",4681.56117604526,FALSE
2014,"Maui",302,"Reef","Shallow Bottomfish",1663.49493231175,FALSE
2014,"Maui",302,"Open Ocean","Shallow Bottomfish",3018.06624373351,FALSE
2014,"Maui",302,"All Ecosystems","Reef-Associated",35001.0652440633,FALSE
2014,"Maui",302,"Reef","Reef-Associated",35001.0652440633,FALSE
2014,"Maui",302,"Open Ocean","Reef-Associated",0,FALSE
2014,"Maui",302,"All Ecosystems","Pelagics",1011.49421925107,FALSE
2014,"Maui",302,"Reef","Pelagics",0,FALSE
2014,"Maui",302,"Open Ocean","Pelagics",1011.49421925107,FALSE
2014,"Maui",302,"All Ecosystems","All Species",4623.574759742,FALSE
2014,"Maui",302,"Open Ocean","All Species",9538.49729959914,FALSE
2014,"Maui",302,"Reef","All Species",36664.5601763751,FALSE
2014,"Maui",303,"All Ecosystems","Deep 7 Bottomfish",3208.794127055,FALSE
2014,"Maui",303,"Reef","Deep 7 Bottomfish",0,FALSE
2014,"Maui",303,"Open Ocean","Deep 7 Bottomfish",3208.794127055,FALSE
2014,"Maui",303,"All Ecosystems","Shallow Bottomfish",1905.23861655165,FALSE
2014,"Maui",303,"Reef","Shallow Bottomfish",851.784348487924,FALSE
2014,"Maui",303,"Open Ocean","Shallow Bottomfish",1053.45426806373,FALSE
2014,"Maui",303,"All Ecosystems","Reef-Associated",10053.3105456667,FALSE
2014,"Maui",303,"Reef","Reef-Associated",10053.3105456667,FALSE
2014,"Maui",303,"Open Ocean","Reef-Associated",0,FALSE
2014,"Maui",303,"All Ecosystems","Pelagics",3221.4850077126,FALSE
2014,"Maui",303,"Reef","Pelagics",0,FALSE
2014,"Maui",303,"Open Ocean","Pelagics",3221.4850077126,FALSE
2014,"Maui",303,"All Ecosystems","All Species",18388.828296986,FALSE
2014,"Maui",303,"Open Ocean","All Species",7483.73340283133,FALSE
2014,"Maui",303,"Reef","All Species",10905.0948941547,FALSE
2014,"Maui",304,"All Ecosystems","Deep 7 Bottomfish",16890.3661240613,FALSE
2014,"Maui",304,"Reef","Deep 7 Bottomfish",0,FALSE
2014,"Maui",304,"Open Ocean","Deep 7 Bottomfish",16890.3661240613,FALSE
2014,"Maui",304,"All Ecosystems","Shallow Bottomfish",4765.4818845139,FALSE
2014,"Maui",304,"Reef","Shallow Bottomfish",1212.79518946621,FALSE
2014,"Maui",304,"Open Ocean","Shallow Bottomfish",3552.6866950477,FALSE
2014,"Maui",304,"All Ecosystems","Reef-Associated",1261.44397254922,FALSE
2014,"Maui",304,"Reef","Reef-Associated",1261.44397254922,FALSE
2014,"Maui",304,"Open Ocean","Reef-Associated",0,FALSE
2014,"Maui",304,"All Ecosystems","Pelagics",2149.37436320276,FALSE
2014,"Maui",304,"Reef","Pelagics",0,FALSE
2014,"Maui",304,"Open Ocean","Pelagics",2149.37436320276,FALSE
2014,"Maui",304,"All Ecosystems","All Species",2566.6663443272,FALSE
2014,"Maui",304,"Open Ocean","All Species",22592.4271823117,FALSE
2014,"Maui",304,"Reef","All Species",2474.23916201542,FALSE
2014,"Maui",305,"All Ecosystems","Deep 7 Bottomfish",34365.2726474528,FALSE
2014,"Maui",305,"Reef","Deep 7 Bottomfish",0,FALSE
2014,"Maui",305,"Open Ocean","Deep 7 Bottomfish",34365.2726474528,FALSE
2014,"Maui",305,"All Ecosystems","Shallow Bottomfish",9218.70066774914,FALSE
2014,"Maui",305,"Reef","Shallow Bottomfish",3868.24590683986,FALSE
2014,"Maui",305,"Open Ocean","Shallow Bottomfish",5350.45476090928,FALSE
2014,"Maui",305,"All Ecosystems","Reef-Associated",1061.45265039578,FALSE
2014,"Maui",305,"Reef","Reef-Associated",1061.45265039578,FALSE
2014,"Maui",305,"Open Ocean","Reef-Associated",0,FALSE
2014,"Maui",305,"All Ecosystems","Pelagics",6353.19803886746,FALSE
2014,"Maui",305,"Reef","Pelagics",0,FALSE
2014,"Maui",305,"Open Ocean","Pelagics",6353.19803886746,FALSE
2014,"Maui",305,"All Ecosystems","All Species",5998.62444652,FALSE
2014,"Maui",305,"Open Ocean","All Species",46068.9254472295,FALSE
2014,"Maui",305,"Reef","All Species",4929.69855723564,FALSE
2014,"Maui",306,"All Ecosystems","Deep 7 Bottomfish",NA,TRUE
2014,"Maui",306,"Reef","Deep 7 Bottomfish",NA,TRUE
2014,"Maui",306,"Open Ocean","Deep 7 Bottomfish",NA,TRUE
2014,"Maui",306,"All Ecosystems","Shallow Bottomfish",NA,TRUE
2014,"Maui",306,"Reef","Shallow Bottomfish",NA,TRUE
2014,"Maui",306,"Open Ocean","Shallow Bottomfish",NA,TRUE
2014,"Maui",306,"All Ecosystems","Reef-Associated",0,FALSE
2014,"Maui",306,"Reef","Reef-Associated",0,FALSE
2014,"Maui",306,"Open Ocean","Reef-Associated",0,FALSE
2014,"Maui",306,"All Ecosystems","Pelagics",3544.09457301603,FALSE
2014,"Maui",306,"Reef","Pelagics",0,FALSE
2014,"Maui",306,"Open Ocean","Pelagics",3544.09457301603,FALSE
2014,"Maui",306,"All Ecosystems","All Species",3544.94573163,FALSE
2014,"Maui",306,"Open Ocean","All Species",3544.09457301603,FALSE
2014,"Maui",306,"Reef","All Species",0,FALSE
2014,"Maui",307,"All Ecosystems","Deep 7 Bottomfish",NA,TRUE
2014,"Maui",307,"Reef","Deep 7 Bottomfish",NA,TRUE
2014,"Maui",307,"Open Ocean","Deep 7 Bottomfish",NA,TRUE
2014,"Maui",307,"All Ecosystems","Shallow Bottomfish",NA,TRUE
2014,"Maui",307,"Reef","Shallow Bottomfish",NA,TRUE
2014,"Maui",307,"Open Ocean","Shallow Bottomfish",NA,TRUE
2014,"Maui",307,"All Ecosystems","Reef-Associated",0,FALSE
2014,"Maui",307,"Reef","Reef-Associated",0,FALSE
2014,"Maui",307,"Open Ocean","Reef-Associated",0,FALSE
2014,"Maui",307,"All Ecosystems","Pelagics",1879.51600466815,FALSE
2014,"Maui",307,"Reef","Pelagics",0,FALSE
2014,"Maui",307,"Open Ocean","Pelagics",1879.51600466815,FALSE
2014,"Maui",307,"All Ecosystems","All Species",1879.516466815,FALSE
2014,"Maui",307,"Open Ocean","All Species",1879.51600466815,FALSE
2014,"Maui",307,"Reef","All Species",0,FALSE
2014,"Maui",308,"All Ecosystems","Deep 7 Bottomfish",NA,TRUE
2014,"Maui",308,"Reef","Deep 7 Bottomfish",NA,TRUE
2014,"Maui",308,"Open Ocean","Deep 7 Bottomfish",NA,TRUE
2014,"Maui",308,"All Ecosystems","Shallow Bottomfish",8251.03201278669,FALSE
2014,"Maui",308,"Reef","Shallow Bottomfish",3196.58532393952,FALSE
2014,"Maui",308,"Open Ocean","Shallow Bottomfish",5054.44668884717,FALSE
2014,"Maui",308,"All Ecosystems","Reef-Associated",3464.79367251877,FALSE
2014,"Maui",308,"Reef","Reef-Associated",3464.79367251877,FALSE
2014,"Maui",308,"Open Ocean","Reef-Associated",0,FALSE
2014,"Maui",308,"All Ecosystems","Pelagics",28573.9319523544,FALSE
2014,"Maui",308,"Reef","Pelagics",0,FALSE
2014,"Maui",308,"Open Ocean","Pelagics",28573.9319523544,FALSE
2014,"Maui",308,"All Ecosystems","All Species",4289.7576376598,FALSE
2014,"Maui",308,"Open Ocean","All Species",33628.3786412015,FALSE
2014,"Maui",308,"Reef","All Species",6661.37899645829,FALSE
2014,"Maui",309,"All Ecosystems","Deep 7 Bottomfish",NA,TRUE
2014,"Maui",309,"Reef","Deep 7 Bottomfish",NA,TRUE
2014,"Maui",309,"Open Ocean","Deep 7 Bottomfish",NA,TRUE
2014,"Maui",309,"All Ecosystems","Shallow Bottomfish",NA,TRUE
2014,"Maui",309,"Reef","Shallow Bottomfish",NA,TRUE
2014,"Maui",309,"Open Ocean","Shallow Bottomfish",NA,TRUE
2014,"Maui",309,"All Ecosystems","Reef-Associated",0,FALSE
2014,"Maui",309,"Reef","Reef-Associated",0,FALSE
2014,"Maui",309,"Open Ocean","Reef-Associated",0,FALSE
2014,"Maui",309,"All Ecosystems","Pelagics",1566.26333722346,FALSE
2014,"Maui",309,"Reef","Pelagics",0,FALSE
2014,"Maui",309,"Open Ocean","Pelagics",1566.26333722346,FALSE
2014,"Maui",309,"All Ecosystems","All Species",1566.26333722346,FALSE
2014,"Maui",309,"Open Ocean","All Species",1566.26333722346,FALSE
2014,"Maui",309,"Reef","All Species",0,FALSE
2014,"Maui",310,"All Ecosystems","Deep 7 Bottomfish",NA,TRUE
2014,"Maui",310,"Reef","Deep 7 Bottomfish",NA,TRUE
2014,"Maui",310,"Open Ocean","Deep 7 Bottomfish",NA,TRUE
2014,"Maui",310,"All Ecosystems","Shallow Bottomfish",NA,TRUE
2014,"Maui",310,"Reef","Shallow Bottomfish",NA,TRUE
2014,"Maui",310,"Open Ocean","Shallow Bottomfish",NA,TRUE
2014,"Maui",310,"All Ecosystems","Reef-Associated",2689.04783256546,FALSE
2014,"Maui",310,"Reef","Reef-Associated",2689.04783256546,FALSE
2014,"Maui",310,"Open Ocean","Reef-Associated",0,FALSE
2014,"Maui",310,"All Ecosystems","Pelagics",1645.40370809823,FALSE
2014,"Maui",310,"Reef","Pelagics",0,FALSE
2014,"Maui",310,"Open Ocean","Pelagics",1645.40370809823,FALSE
2014,"Maui",310,"All Ecosystems","All Species",4334.4515466369,FALSE
2014,"Maui",310,"Open Ocean","All Species",1645.40370809823,FALSE
2014,"Maui",310,"Reef","All Species",2689.04783256546,FALSE
2014,"Maui",311,"All Ecosystems","Deep 7 Bottomfish",3405.06663512279,FALSE
2014,"Maui",311,"Reef","Deep 7 Bottomfish",0,FALSE
2014,"Maui",311,"Open Ocean","Deep 7 Bottomfish",3405.06663512279,FALSE
2014,"Maui",311,"All Ecosystems","Shallow Bottomfish",2280.82173558961,FALSE
2014,"Maui",311,"Reef","Shallow Bottomfish",866.009667546174,FALSE
2014,"Maui",311,"Open Ocean","Shallow Bottomfish",1414.81206804343,FALSE
2014,"Maui",311,"All Ecosystems","Reef-Associated",5122.94739090725,FALSE
2014,"Maui",311,"Reef","Reef-Associated",5122.94739090725,FALSE
2014,"Maui",311,"Open Ocean","Reef-Associated",0,FALSE
2014,"Maui",311,"All Ecosystems","Pelagics",545.141005682971,FALSE
2014,"Maui",311,"Reef","Pelagics",0,FALSE
2014,"Maui",311,"Open Ocean","Pelagics",545.141005682971,FALSE
2014,"Maui",311,"All Ecosystems","All Species",11353.976767326,FALSE
2014,"Maui",311,"Open Ocean","All Species",5365.0197088492,FALSE
2014,"Maui",311,"Reef","All Species",5988.95705845342,FALSE
2014,"Maui",312,"All Ecosystems","Deep 7 Bottomfish",8180.00131989547,FALSE
2014,"Maui",312,"Reef","Deep 7 Bottomfish",0,FALSE
2014,"Maui",312,"Open Ocean","Deep 7 Bottomfish",8180.00131989547,FALSE
2014,"Maui",312,"All Ecosystems","Shallow Bottomfish",NA,TRUE
2014,"Maui",312,"Reef","Shallow Bottomfish",NA,TRUE
2014,"Maui",312,"Open Ocean","Shallow Bottomfish",NA,TRUE
2014,"Maui",312,"All Ecosystems","Reef-Associated",18670.6799531155,FALSE
2014,"Maui",312,"Reef","Reef-Associated",18670.6799531155,FALSE
2014,"Maui",312,"Open Ocean","Reef-Associated",0,FALSE
2014,"Maui",312,"All Ecosystems","Pelagics",1328.95071037142,FALSE
2014,"Maui",312,"Reef","Pelagics",0,FALSE
2014,"Maui",312,"Open Ocean","Pelagics",1328.95071037142,FALSE
2014,"Maui",312,"All Ecosystems","All Species",28179.6319833824,FALSE
2014,"Maui",312,"Open Ocean","All Species",9508.95203026689,FALSE
2014,"Maui",312,"Reef","All Species",18670.6799531155,FALSE
2014,"Maui",313,"All Ecosystems","Deep 7 Bottomfish",37594.739544728,FALSE
2014,"Maui",313,"Reef","Deep 7 Bottomfish",0,FALSE
2014,"Maui",313,"Open Ocean","Deep 7 Bottomfish",37594.739544728,FALSE
2014,"Maui",313,"All Ecosystems","Shallow Bottomfish",1353.57380429267,FALSE
2014,"Maui",313,"Reef","Shallow Bottomfish",607.698690988431,FALSE
2014,"Maui",313,"Open Ocean","Shallow Bottomfish",745.875113304242,FALSE
2014,"Maui",313,"All Ecosystems","Reef-Associated",0,FALSE
2014,"Maui",313,"Reef","Reef-Associated",0,FALSE
2014,"Maui",313,"Open Ocean","Reef-Associated",0,FALSE
2014,"Maui",313,"All Ecosystems","Pelagics",5229.55665252689,FALSE
2014,"Maui",313,"Reef","Pelagics",0,FALSE
2014,"Maui",313,"Open Ocean","Pelagics",5229.55665252689,FALSE
2014,"Maui",313,"All Ecosystems","All Species",44177.8715476,FALSE
2014,"Maui",313,"Open Ocean","All Species",43570.1713105591,FALSE
2014,"Maui",313,"Reef","All Species",607.698690988431,FALSE
2014,"Maui",314,"All Ecosystems","Deep 7 Bottomfish",NA,TRUE
2014,"Maui",314,"Reef","Deep 7 Bottomfish",NA,TRUE
2014,"Maui",314,"Open Ocean","Deep 7 Bottomfish",NA,TRUE
2014,"Maui",314,"All Ecosystems","Shallow Bottomfish",607.1782524863,FALSE
2014,"Maui",314,"Reef","Shallow Bottomfish",347.826398924295,FALSE
2014,"Maui",314,"Open Ocean","Shallow Bottomfish",259.351853562005,FALSE
2014,"Maui",314,"All Ecosystems","Reef-Associated",1560.65579561599,FALSE
2014,"Maui",314,"Reef","Reef-Associated",1560.65579561599,FALSE
2014,"Maui",314,"Open Ocean","Reef-Associated",0,FALSE
2014,"Maui",314,"All Ecosystems","Pelagics",2415.16450527704,FALSE
2014,"Maui",314,"Reef","Pelagics",0,FALSE
2014,"Maui",314,"Open Ocean","Pelagics",2415.16450527704,FALSE
2014,"Maui",314,"All Ecosystems","All Species",4582.99855337934,FALSE
2014,"Maui",314,"Open Ocean","All Species",2674.51635883905,FALSE
2014,"Maui",314,"Reef","All Species",1908.48219454029,FALSE
2014,"Maui",320,"All Ecosystems","Deep 7 Bottomfish",241020.168679541,FALSE
2014,"Maui",320,"Reef","Deep 7 Bottomfish",0,FALSE
2014,"Maui",320,"Open Ocean","Deep 7 Bottomfish",241020.168679541,FALSE
2014,"Maui",320,"All Ecosystems","Shallow Bottomfish",33972.0569253603,FALSE
2014,"Maui",320,"Reef","Shallow Bottomfish",18015.8461487721,FALSE
2014,"Maui",320,"Open Ocean","Shallow Bottomfish",15956.2107765882,FALSE
2014,"Maui",320,"All Ecosystems","Reef-Associated",41976.9899410899,FALSE
2014,"Maui",320,"Reef","Reef-Associated",41976.9899410899,FALSE
2014,"Maui",320,"Open Ocean","Reef-Associated",0,FALSE
2014,"Maui",320,"All Ecosystems","Pelagics",43028.3050358737,FALSE
2014,"Maui",320,"Reef","Pelagics",0,FALSE
2014,"Maui",320,"Open Ocean","Pelagics",43028.3050358737,FALSE
2014,"Maui",320,"All Ecosystems","All Species",359997.52581865,FALSE
2014,"Maui",320,"Open Ocean","All Species",300004.684492003,FALSE
2014,"Maui",320,"Reef","All Species",59992.836089862,FALSE
2014,"Maui",321,"All Ecosystems","Deep 7 Bottomfish",115837.563033905,FALSE
2014,"Maui",321,"Reef","Deep 7 Bottomfish",0,FALSE
2014,"Maui",321,"Open Ocean","Deep 7 Bottomfish",115837.563033905,FALSE
2014,"Maui",321,"All Ecosystems","Shallow Bottomfish",11116.5664055206,FALSE
2014,"Maui",321,"Reef","Shallow Bottomfish",6156.00682245789,FALSE
2014,"Maui",321,"Open Ocean","Shallow Bottomfish",4960.55958306271,FALSE
2014,"Maui",321,"All Ecosystems","Reef-Associated",12575.1649438807,FALSE
2014,"Maui",321,"Reef","Reef-Associated",12575.1649438807,FALSE
2014,"Maui",321,"Open Ocean","Reef-Associated",0,FALSE
2014,"Maui",321,"All Ecosystems","Pelagics",8169.14138098234,FALSE
2014,"Maui",321,"Reef","Pelagics",0,FALSE
2014,"Maui",321,"Open Ocean","Pelagics",8169.14138098234,FALSE
2014,"Maui",321,"All Ecosystems","All Species",147698.435764289,FALSE
2014,"Maui",321,"Open Ocean","All Species",128967.26399795,FALSE
2014,"Maui",321,"Reef","All Species",18731.1717663385,FALSE
2014,"Maui",322,"All Ecosystems","Deep 7 Bottomfish",20964.0899476862,FALSE
2014,"Maui",322,"Reef","Deep 7 Bottomfish",0,FALSE
2014,"Maui",322,"Open Ocean","Deep 7 Bottomfish",20964.0899476862,FALSE
2014,"Maui",322,"All Ecosystems","Shallow Bottomfish",2248.72802795819,FALSE
2014,"Maui",322,"Reef","Shallow Bottomfish",564.242076060483,FALSE
2014,"Maui",322,"Open Ocean","Shallow Bottomfish",1684.48595189771,FALSE
2014,"Maui",322,"All Ecosystems","Reef-Associated",0,FALSE
2014,"Maui",322,"Reef","Reef-Associated",0,FALSE
2014,"Maui",322,"Open Ocean","Reef-Associated",0,FALSE
2014,"Maui",322,"All Ecosystems","Pelagics",30566.6664211132,FALSE
2014,"Maui",322,"Reef","Pelagics",0,FALSE
2014,"Maui",322,"Open Ocean","Pelagics",30566.6664211132,FALSE
2014,"Maui",322,"All Ecosystems","All Species",53779.4843967576,FALSE
2014,"Maui",322,"Open Ocean","All Species",53215.2423206972,FALSE
2014,"Maui",322,"Reef","All Species",564.242076060483,FALSE
2014,"Maui",323,"All Ecosystems","Deep 7 Bottomfish",5621.09255551045,FALSE
2014,"Maui",323,"Reef","Deep 7 Bottomfish",0,FALSE
2014,"Maui",323,"Open Ocean","Deep 7 Bottomfish",5621.09255551045,FALSE
2014,"Maui",323,"All Ecosystems","Shallow Bottomfish",NA,TRUE
2014,"Maui",323,"Reef","Shallow Bottomfish",NA,TRUE
2014,"Maui",323,"Open Ocean","Shallow Bottomfish",NA,TRUE
2014,"Maui",323,"All Ecosystems","Reef-Associated",0,FALSE
2014,"Maui",323,"Reef","Reef-Associated",0,FALSE
2014,"Maui",323,"Open Ocean","Reef-Associated",0,FALSE
2014,"Maui",323,"All Ecosystems","Pelagics",207388.128399188,FALSE
2014,"Maui",323,"Reef","Pelagics",0,FALSE
2014,"Maui",323,"Open Ocean","Pelagics",207388.128399188,FALSE
2014,"Maui",323,"All Ecosystems","All Species",2139.22954699,FALSE
2014,"Maui",323,"Open Ocean","All Species",213009.220954699,FALSE
2014,"Maui",323,"Reef","All Species",0,FALSE
2014,"Maui",324,"All Ecosystems","Deep 7 Bottomfish",28540.3038063223,FALSE
2014,"Maui",324,"Reef","Deep 7 Bottomfish",0,FALSE
2014,"Maui",324,"Open Ocean","Deep 7 Bottomfish",28540.3038063223,FALSE
2014,"Maui",324,"All Ecosystems","Shallow Bottomfish",4000.87098513294,FALSE
2014,"Maui",324,"Reef","Shallow Bottomfish",1265.18599868074,FALSE
2014,"Maui",324,"Open Ocean","Shallow Bottomfish",2735.6849864522,FALSE
2014,"Maui",324,"All Ecosystems","Reef-Associated",199.819064339355,FALSE
2014,"Maui",324,"Reef","Reef-Associated",199.819064339355,FALSE
2014,"Maui",324,"Open Ocean","Reef-Associated",0,FALSE
2014,"Maui",324,"All Ecosystems","Pelagics",196004.092521159,FALSE
2014,"Maui",324,"Reef","Pelagics",0,FALSE
2014,"Maui",324,"Open Ocean","Pelagics",196004.092521159,FALSE
2014,"Maui",324,"All Ecosystems","All Species",228745.86376953,FALSE
2014,"Maui",324,"Open Ocean","All Species",227280.081313933,FALSE
2014,"Maui",324,"Reef","All Species",1465.00506302009,FALSE
2014,"Maui",325,"All Ecosystems","Deep 7 Bottomfish",26855.116606302,FALSE
2014,"Maui",325,"Reef","Deep 7 Bottomfish",0,FALSE
2014,"Maui",325,"Open Ocean","Deep 7 Bottomfish",26855.116606302,FALSE
2014,"Maui",325,"All Ecosystems","Shallow Bottomfish",NA,TRUE
2014,"Maui",325,"Reef","Shallow Bottomfish",NA,TRUE
2014,"Maui",325,"Open Ocean","Shallow Bottomfish",NA,TRUE
2014,"Maui",325,"All Ecosystems","Reef-Associated",0,FALSE
2014,"Maui",325,"Reef","Reef-Associated",0,FALSE
2014,"Maui",325,"Open Ocean","Reef-Associated",0,FALSE
2014,"Maui",325,"All Ecosystems","Pelagics",9295.46779018673,FALSE
2014,"Maui",325,"Reef","Pelagics",0,FALSE
2014,"Maui",325,"Open Ocean","Pelagics",9295.46779018673,FALSE
2014,"Maui",325,"All Ecosystems","All Species",3615.5843964887,FALSE
2014,"Maui",325,"Open Ocean","All Species",36150.5843964887,FALSE
2014,"Maui",325,"Reef","All Species",0,FALSE
2014,"Maui",326,"All Ecosystems","Deep 7 Bottomfish",NA,TRUE
2014,"Maui",326,"Reef","Deep 7 Bottomfish",NA,TRUE
2014,"Maui",326,"Open Ocean","Deep 7 Bottomfish",NA,TRUE
2014,"Maui",326,"All Ecosystems","Shallow Bottomfish",NA,TRUE
2014,"Maui",326,"Reef","Shallow Bottomfish",NA,TRUE
2014,"Maui",326,"Open Ocean","Shallow Bottomfish",NA,TRUE
2014,"Maui",326,"All Ecosystems","Reef-Associated",0,FALSE
2014,"Maui",326,"Reef","Reef-Associated",0,FALSE
2014,"Maui",326,"Open Ocean","Reef-Associated",0,FALSE
2014,"Maui",326,"All Ecosystems","Pelagics",4523.31427501522,FALSE
2014,"Maui",326,"Reef","Pelagics",0,FALSE
2014,"Maui",326,"Open Ocean","Pelagics",4523.31427501522,FALSE
2014,"Maui",326,"All Ecosystems","All Species",4523.3142751522,FALSE
2014,"Maui",326,"Open Ocean","All Species",4523.31427501522,FALSE
2014,"Maui",326,"Reef","All Species",0,FALSE
2014,"Maui",327,"All Ecosystems","Deep 7 Bottomfish",133854.333755115,FALSE
2014,"Maui",327,"Reef","Deep 7 Bottomfish",0,FALSE
2014,"Maui",327,"Open Ocean","Deep 7 Bottomfish",133854.333755115,FALSE
2014,"Maui",327,"All Ecosystems","Shallow Bottomfish",30583.5685777349,FALSE
2014,"Maui",327,"Reef","Shallow Bottomfish",11096.7897424396,FALSE
2014,"Maui",327,"Open Ocean","Shallow Bottomfish",19486.7788352953,FALSE
2014,"Maui",327,"All Ecosystems","Reef-Associated",113.690157296529,FALSE
2014,"Maui",327,"Reef","Reef-Associated",113.690157296529,FALSE
2014,"Maui",327,"Open Ocean","Reef-Associated",0,FALSE
2014,"Maui",327,"All Ecosystems","Pelagics",60794.8979148924,FALSE
2014,"Maui",327,"Reef","Pelagics",0,FALSE
2014,"Maui",327,"Open Ocean","Pelagics",60794.8979148924,FALSE
2014,"Maui",327,"All Ecosystems","All Species",225346.494538,FALSE
2014,"Maui",327,"Open Ocean","All Species",214136.010505302,FALSE
2014,"Maui",327,"Reef","All Species",11210.4798997361,FALSE
2014,"Maui",328,"All Ecosystems","Deep 7 Bottomfish",7656.52875903186,FALSE
2014,"Maui",328,"Reef","Deep 7 Bottomfish",0,FALSE
2014,"Maui",328,"Open Ocean","Deep 7 Bottomfish",7656.52875903186,FALSE
2014,"Maui",328,"All Ecosystems","Shallow Bottomfish",NA,TRUE
2014,"Maui",328,"Reef","Shallow Bottomfish",NA,TRUE
2014,"Maui",328,"Open Ocean","Shallow Bottomfish",NA,TRUE
2014,"Maui",328,"All Ecosystems","Reef-Associated",0,FALSE
2014,"Maui",328,"Reef","Reef-Associated",0,FALSE
2014,"Maui",328,"Open Ocean","Reef-Associated",0,FALSE
2014,"Maui",328,"All Ecosystems","Pelagics",48583.8614340877,FALSE
2014,"Maui",328,"Reef","Pelagics",0,FALSE
2014,"Maui",328,"Open Ocean","Pelagics",48583.8614340877,FALSE
2014,"Maui",328,"All Ecosystems","All Species",5624.391931195,FALSE
2014,"Maui",328,"Open Ocean","All Species",56240.3901931195,FALSE
2014,"Maui",328,"Reef","All Species",0,FALSE
2014,"Maui",331,"All Ecosystems","Deep 7 Bottomfish",218339.383378602,FALSE
2014,"Maui",331,"Reef","Deep 7 Bottomfish",0,FALSE
2014,"Maui",331,"Open Ocean","Deep 7 Bottomfish",218339.383378602,FALSE
2014,"Maui",331,"All Ecosystems","Shallow Bottomfish",137461.860252385,FALSE
2014,"Maui",331,"Reef","Shallow Bottomfish",37103.0496500812,FALSE
2014,"Maui",331,"Open Ocean","Shallow Bottomfish",100358.810602304,FALSE
2014,"Maui",331,"All Ecosystems","Reef-Associated",3907.46180315608,FALSE
2014,"Maui",331,"Reef","Reef-Associated",3907.46180315608,FALSE
2014,"Maui",331,"Open Ocean","Reef-Associated",0,FALSE
2014,"Maui",331,"All Ecosystems","Pelagics",65863.7464565151,FALSE
2014,"Maui",331,"Reef","Pelagics",0,FALSE
2014,"Maui",331,"Open Ocean","Pelagics",65863.7464565151,FALSE
2014,"Maui",331,"All Ecosystems","All Species",425572.45189658,FALSE
2014,"Maui",331,"Open Ocean","All Species",384561.940437421,FALSE
2014,"Maui",331,"Reef","All Species",41010.5114532373,FALSE
2014,"Maui",332,"All Ecosystems","Deep 7 Bottomfish",2233.13441988025,FALSE
2014,"Maui",332,"Reef","Deep 7 Bottomfish",0,FALSE
2014,"Maui",332,"Open Ocean","Deep 7 Bottomfish",2233.13441988025,FALSE
2014,"Maui",332,"All Ecosystems","Shallow Bottomfish",NA,TRUE
2014,"Maui",332,"Reef","Shallow Bottomfish",NA,TRUE
2014,"Maui",332,"Open Ocean","Shallow Bottomfish",NA,TRUE
2014,"Maui",332,"All Ecosystems","Reef-Associated",0,FALSE
2014,"Maui",332,"Reef","Reef-Associated",0,FALSE
2014,"Maui",332,"Open Ocean","Reef-Associated",0,FALSE
2014,"Maui",332,"All Ecosystems","Pelagics",8969.06122285366,FALSE
2014,"Maui",332,"Reef","Pelagics",0,FALSE
2014,"Maui",332,"Open Ocean","Pelagics",8969.06122285366,FALSE
2014,"Maui",332,"All Ecosystems","All Species",1122.1956427339,FALSE
2014,"Maui",332,"Open Ocean","All Species",11202.1956427339,FALSE
2014,"Maui",332,"Reef","All Species",0,FALSE
2014,"Maui",333,"All Ecosystems","Deep 7 Bottomfish",11746.8858460524,FALSE
2014,"Maui",333,"Reef","Deep 7 Bottomfish",0,FALSE
2014,"Maui",333,"Open Ocean","Deep 7 Bottomfish",11746.8858460524,FALSE
2014,"Maui",333,"All Ecosystems","Shallow Bottomfish",NA,TRUE
2014,"Maui",333,"Reef","Shallow Bottomfish",NA,TRUE
2014,"Maui",333,"Open Ocean","Shallow Bottomfish",NA,TRUE
2014,"Maui",333,"All Ecosystems","Reef-Associated",0,FALSE
2014,"Maui",333,"Reef","Reef-Associated",0,FALSE
2014,"Maui",333,"Open Ocean","Reef-Associated",0,FALSE
2014,"Maui",333,"All Ecosystems","Pelagics",3845.68501994114,FALSE
2014,"Maui",333,"Reef","Pelagics",0,FALSE
2014,"Maui",333,"Open Ocean","Pelagics",3845.68501994114,FALSE
2014,"Maui",333,"All Ecosystems","All Species",15592.578659935,FALSE
2014,"Maui",333,"Open Ocean","All Species",15592.5708659935,FALSE
2014,"Maui",333,"Reef","All Species",0,FALSE
2014,"Oahu",400,"All Ecosystems","Deep 7 Bottomfish",NA,TRUE
2014,"Oahu",400,"Reef","Deep 7 Bottomfish",NA,TRUE
2014,"Oahu",400,"Open Ocean","Deep 7 Bottomfish",NA,TRUE
2014,"Oahu",400,"All Ecosystems","Shallow Bottomfish",1720.4103801096,FALSE
2014,"Oahu",400,"Reef","Shallow Bottomfish",1319.33046574386,FALSE
2014,"Oahu",400,"Open Ocean","Shallow Bottomfish",401.07991436574,FALSE
2014,"Oahu",400,"All Ecosystems","Reef-Associated",62314.6054625583,FALSE
2014,"Oahu",400,"Reef","Reef-Associated",62314.6054625583,FALSE
2014,"Oahu",400,"Open Ocean","Reef-Associated",0,FALSE
2014,"Oahu",400,"All Ecosystems","Pelagics",733.296016972803,FALSE
